Date,Hours,PC
30-10-2017,06 - 07,10762
30-10-2017,07 - 08,10803
30-10-2017,08 - 09,10899
30-10-2017,09 - 10,10909
30-10-2017,10 - 11,10876
30-10-2017,11 - 12,10908
30-10-2017,12 - 13,10864
30-10-2017,13 - 14,10783
30-10-2017,14 - 15,10745
30-10-2017,15 - 16,10916
30-10-2017,16 - 17,11212
30-10-2017,17 - 18,11128
30-10-2017,18 - 19,11104
30-10-2017,19 - 20,10813
30-10-2017,20 - 21,10252
30-10-2017,21 - 22,10227
30-10-2017,22 - 23,9983
30-10-2017,23 - 00,9605
31-10-2017,00 - 01,9303
31-10-2017,01 - 02,9087
31-10-2017,02 - 03,9154
31-10-2017,03 - 04,9260
31-10-2017,04 - 05,9647
31-10-2017,05 - 06,10558
31-10-2017,06 - 07,10902
31-10-2017,07 - 08,10910
31-10-2017,08 - 09,10992
31-10-2017,09 - 10,10923
31-10-2017,10 - 11,10939
31-10-2017,11 - 12,10843
31-10-2017,12 - 13,10646
31-10-2017,13 - 14,10627
31-10-2017,14 - 15,10636
31-10-2017,15 - 16,10856
31-10-2017,16 - 17,11328
31-10-2017,17 - 18,11400
31-10-2017,18 - 19,11377
31-10-2017,19 - 20,11171
31-10-2017,20 - 21,10593
31-10-2017,21 - 22,10647
31-10-2017,22 - 23,10408
31-10-2017,23 - 00,9876
01-11-2017,00 - 01,9642
01-11-2017,01 - 02,9464
01-11-2017,02 - 03,9494
01-11-2017,03 - 04,9566
01-11-2017,04 - 05,9943
01-11-2017,05 - 06,10867
01-11-2017,06 - 07,11213
01-11-2017,07 - 08,11178
01-11-2017,08 - 09,11289
01-11-2017,09 - 10,11344
01-11-2017,10 - 11,11222
01-11-2017,11 - 12,11112
01-11-2017,12 - 13,11004
01-11-2017,13 - 14,10974
01-11-2017,14 - 15,10992
01-11-2017,15 - 16,11165
01-11-2017,16 - 17,11479
01-11-2017,17 - 18,11413
01-11-2017,18 - 19,11474
01-11-2017,19 - 20,11263
01-11-2017,20 - 21,10590
01-11-2017,21 - 22,10706
01-11-2017,22 - 23,10475
01-11-2017,23 - 00,9937
02-11-2017,00 - 01,9644
02-11-2017,01 - 02,9477
02-11-2017,02 - 03,9422
02-11-2017,03 - 04,9511
02-11-2017,04 - 05,9857
02-11-2017,05 - 06,10749
02-11-2017,06 - 07,11007
02-11-2017,07 - 08,11046
02-11-2017,08 - 09,11059
02-11-2017,09 - 10,11029
02-11-2017,10 - 11,10951
02-11-2017,11 - 12,10834
02-11-2017,12 - 13,10838
02-11-2017,13 - 14,10829
02-11-2017,14 - 15,10799
02-11-2017,15 - 16,11161
02-11-2017,16 - 17,11508
02-11-2017,17 - 18,11457
02-11-2017,18 - 19,11430
02-11-2017,19 - 20,11184
02-11-2017,20 - 21,10600
02-11-2017,21 - 22,10725
02-11-2017,22 - 23,10464
02-11-2017,23 - 00,9959
03-11-2017,00 - 01,9619
03-11-2017,01 - 02,9490
03-11-2017,02 - 03,9452
03-11-2017,03 - 04,9507
03-11-2017,04 - 05,9775
03-11-2017,05 - 06,10600
03-11-2017,06 - 07,11015
03-11-2017,07 - 08,11038
03-11-2017,08 - 09,11026
03-11-2017,09 - 10,10878
03-11-2017,10 - 11,10851
03-11-2017,11 - 12,10773
03-11-2017,12 - 13,10568
03-11-2017,13 - 14,10431
03-11-2017,14 - 15,10476
03-11-2017,15 - 16,10666
03-11-2017,16 - 17,11036
03-11-2017,17 - 18,10943
03-11-2017,18 - 19,10890
03-11-2017,19 - 20,10670
03-11-2017,20 - 21,10079
03-11-2017,21 - 22,10099
03-11-2017,22 - 23,9858
03-11-2017,23 - 00,9325
04-11-2017,00 - 01,8908
04-11-2017,01 - 02,8641
04-11-2017,02 - 03,8531
04-11-2017,03 - 04,8571
04-11-2017,04 - 05,8634
04-11-2017,05 - 06,8861
04-11-2017,06 - 07,8968
04-11-2017,07 - 08,9058
04-11-2017,08 - 09,9266
04-11-2017,09 - 10,9385
04-11-2017,10 - 11,9428
04-11-2017,11 - 12,9366
04-11-2017,12 - 13,9333
04-11-2017,13 - 14,9301
04-11-2017,14 - 15,9397
04-11-2017,15 - 16,9735
04-11-2017,16 - 17,10090
04-11-2017,17 - 18,10198
04-11-2017,18 - 19,10043
04-11-2017,19 - 20,9777
04-11-2017,20 - 21,9326
04-11-2017,21 - 22,9517
04-11-2017,22 - 23,9359
04-11-2017,23 - 00,8848
05-11-2017,00 - 01,8518
05-11-2017,01 - 02,8245
05-11-2017,02 - 03,8197
05-11-2017,03 - 04,8182
05-11-2017,04 - 05,8181
05-11-2017,05 - 06,8406
05-11-2017,06 - 07,8481
05-11-2017,07 - 08,8522
05-11-2017,08 - 09,8717
05-11-2017,09 - 10,8871
05-11-2017,10 - 11,9031
05-11-2017,11 - 12,9090
05-11-2017,12 - 13,9063
05-11-2017,13 - 14,9044
05-11-2017,14 - 15,9125
05-11-2017,15 - 16,9472
05-11-2017,16 - 17,9650
05-11-2017,17 - 18,9739
05-11-2017,18 - 19,9641
05-11-2017,19 - 20,9402
05-11-2017,20 - 21,8978
05-11-2017,21 - 22,9157
05-11-2017,22 - 23,9013
05-11-2017,23 - 00,8550
06-11-2017,00 - 01,8228
06-11-2017,01 - 02,8046
06-11-2017,02 - 03,7990
06-11-2017,03 - 04,8037
06-11-2017,04 - 05,8481
06-11-2017,05 - 06,9422
06-11-2017,06 - 07,10017
06-11-2017,07 - 08,10203
06-11-2017,08 - 09,10234
06-11-2017,09 - 10,10228
06-11-2017,10 - 11,10270
06-11-2017,11 - 12,10286
06-11-2017,12 - 13,10292
06-11-2017,13 - 14,10321
06-11-2017,14 - 15,10377
06-11-2017,15 - 16,10514
06-11-2017,16 - 17,10597
06-11-2017,17 - 18,10514
06-11-2017,18 - 19,10493
06-11-2017,19 - 20,10281
06-11-2017,20 - 21,9825
06-11-2017,21 - 22,9824
06-11-2017,22 - 23,9526
06-11-2017,23 - 00,9138
07-11-2017,00 - 01,8933
07-11-2017,01 - 02,8778
07-11-2017,02 - 03,8777
07-11-2017,03 - 04,8896
07-11-2017,04 - 05,9256
07-11-2017,05 - 06,10228
07-11-2017,06 - 07,10706
07-11-2017,07 - 08,10693
07-11-2017,08 - 09,10758
07-11-2017,09 - 10,10680
07-11-2017,10 - 11,10610
07-11-2017,11 - 12,10521
07-11-2017,12 - 13,10389
07-11-2017,13 - 14,10420
07-11-2017,14 - 15,10436
07-11-2017,15 - 16,10742
07-11-2017,16 - 17,10947
07-11-2017,17 - 18,10944
07-11-2017,18 - 19,10980
07-11-2017,19 - 20,10740
07-11-2017,20 - 21,10217
07-11-2017,21 - 22,10223
07-11-2017,22 - 23,9950
07-11-2017,23 - 00,9458
08-11-2017,00 - 01,9076
08-11-2017,01 - 02,8927
08-11-2017,02 - 03,8933
08-11-2017,03 - 04,8990
08-11-2017,04 - 05,9349
08-11-2017,05 - 06,10201
08-11-2017,06 - 07,10594
08-11-2017,07 - 08,10564
08-11-2017,08 - 09,10537
08-11-2017,09 - 10,10492
08-11-2017,10 - 11,10386
08-11-2017,11 - 12,10443
08-11-2017,12 - 13,10439
08-11-2017,13 - 14,10402
08-11-2017,14 - 15,10465
08-11-2017,15 - 16,10774
08-11-2017,16 - 17,11041
08-11-2017,17 - 18,10984
08-11-2017,18 - 19,11128
08-11-2017,19 - 20,10741
08-11-2017,20 - 21,10106
08-11-2017,21 - 22,10116
08-11-2017,22 - 23,9790
08-11-2017,23 - 00,9314
09-11-2017,00 - 01,8980
09-11-2017,01 - 02,8790
09-11-2017,02 - 03,8769
09-11-2017,03 - 04,8856
09-11-2017,04 - 05,9154
09-11-2017,05 - 06,9952
09-11-2017,06 - 07,10503
09-11-2017,07 - 08,10558
09-11-2017,08 - 09,10529
09-11-2017,09 - 10,10444
09-11-2017,10 - 11,10384
09-11-2017,11 - 12,10145
09-11-2017,12 - 13,10154
09-11-2017,13 - 14,10257
09-11-2017,14 - 15,10327
09-11-2017,15 - 16,10645
09-11-2017,16 - 17,10625
09-11-2017,17 - 18,10538
09-11-2017,18 - 19,10528
09-11-2017,19 - 20,10261
09-11-2017,20 - 21,9643
09-11-2017,21 - 22,9663
09-11-2017,22 - 23,9476
09-11-2017,23 - 00,8970
10-11-2017,00 - 01,8665
10-11-2017,01 - 02,8564
10-11-2017,02 - 03,8545
10-11-2017,03 - 04,8611
10-11-2017,04 - 05,8991
10-11-2017,05 - 06,9826
10-11-2017,06 - 07,10379
10-11-2017,07 - 08,10494
10-11-2017,08 - 09,10537
10-11-2017,09 - 10,10615
10-11-2017,10 - 11,10557
10-11-2017,11 - 12,10441
10-11-2017,12 - 13,10414
10-11-2017,13 - 14,10364
10-11-2017,14 - 15,10419
10-11-2017,15 - 16,10640
10-11-2017,16 - 17,10833
10-11-2017,17 - 18,10832
10-11-2017,18 - 19,10777
10-11-2017,19 - 20,10447
10-11-2017,20 - 21,9865
10-11-2017,21 - 22,9969
10-11-2017,22 - 23,9693
10-11-2017,23 - 00,9200
11-11-2017,00 - 01,8818
11-11-2017,01 - 02,8554
11-11-2017,02 - 03,8525
11-11-2017,03 - 04,8517
11-11-2017,04 - 05,8605
11-11-2017,05 - 06,8934
11-11-2017,06 - 07,9080
11-11-2017,07 - 08,9266
11-11-2017,08 - 09,9416
11-11-2017,09 - 10,9569
11-11-2017,10 - 11,9653
11-11-2017,11 - 12,9681
11-11-2017,12 - 13,9690
11-11-2017,13 - 14,9773
11-11-2017,14 - 15,9982
11-11-2017,15 - 16,10356
11-11-2017,16 - 17,10468
11-11-2017,17 - 18,10487
11-11-2017,18 - 19,10399
11-11-2017,19 - 20,10040
11-11-2017,20 - 21,9537
11-11-2017,21 - 22,9711
11-11-2017,22 - 23,9575
11-11-2017,23 - 00,9172
12-11-2017,00 - 01,8811
12-11-2017,01 - 02,8569
12-11-2017,02 - 03,8482
12-11-2017,03 - 04,8469
12-11-2017,04 - 05,8486
12-11-2017,05 - 06,8655
12-11-2017,06 - 07,8795
12-11-2017,07 - 08,8888
12-11-2017,08 - 09,9096
12-11-2017,09 - 10,9362
12-11-2017,10 - 11,9470
12-11-2017,11 - 12,9476
12-11-2017,12 - 13,9391
12-11-2017,13 - 14,9380
12-11-2017,14 - 15,9526
12-11-2017,15 - 16,9902
12-11-2017,16 - 17,10061
12-11-2017,17 - 18,10166
12-11-2017,18 - 19,10160
12-11-2017,19 - 20,10018
12-11-2017,20 - 21,9592
12-11-2017,21 - 22,9866
12-11-2017,22 - 23,9732
12-11-2017,23 - 00,9317
13-11-2017,00 - 01,8985
13-11-2017,01 - 02,8829
13-11-2017,02 - 03,8709
13-11-2017,03 - 04,8793
13-11-2017,04 - 05,9172
13-11-2017,05 - 06,10093
13-11-2017,06 - 07,10628
13-11-2017,07 - 08,10697
13-11-2017,08 - 09,10709
13-11-2017,09 - 10,10682
13-11-2017,10 - 11,10707
13-11-2017,11 - 12,10752
13-11-2017,12 - 13,10711
13-11-2017,13 - 14,10743
13-11-2017,14 - 15,10749
13-11-2017,15 - 16,10980
13-11-2017,16 - 17,11027
13-11-2017,17 - 18,10932
13-11-2017,18 - 19,10963
13-11-2017,19 - 20,10755
13-11-2017,20 - 21,10249
13-11-2017,21 - 22,10392
13-11-2017,22 - 23,10165
13-11-2017,23 - 00,9701
14-11-2017,00 - 01,9313
14-11-2017,01 - 02,9119
14-11-2017,02 - 03,9090
14-11-2017,03 - 04,9104
14-11-2017,04 - 05,9510
14-11-2017,05 - 06,10473
14-11-2017,06 - 07,10937
14-11-2017,07 - 08,10942
14-11-2017,08 - 09,10834
14-11-2017,09 - 10,10767
14-11-2017,10 - 11,10705
14-11-2017,11 - 12,10659
14-11-2017,12 - 13,10615
14-11-2017,13 - 14,10634
14-11-2017,14 - 15,10725
14-11-2017,15 - 16,11107
14-11-2017,16 - 17,11174
14-11-2017,17 - 18,11124
14-11-2017,18 - 19,11147
14-11-2017,19 - 20,10937
14-11-2017,20 - 21,10298
14-11-2017,21 - 22,10454
14-11-2017,22 - 23,10208
14-11-2017,23 - 00,9730
15-11-2017,00 - 01,9321
15-11-2017,01 - 02,9126
15-11-2017,02 - 03,8892
15-11-2017,03 - 04,8945
15-11-2017,04 - 05,9285
15-11-2017,05 - 06,10264
15-11-2017,06 - 07,10725
15-11-2017,07 - 08,10755
15-11-2017,08 - 09,10800
15-11-2017,09 - 10,10736
15-11-2017,10 - 11,10733
15-11-2017,11 - 12,10613
15-11-2017,12 - 13,10624
15-11-2017,13 - 14,10576
15-11-2017,14 - 15,10695
15-11-2017,15 - 16,11012
15-11-2017,16 - 17,11074
15-11-2017,17 - 18,11127
15-11-2017,18 - 19,11204
15-11-2017,19 - 20,10939
15-11-2017,20 - 21,10358
15-11-2017,21 - 22,10336
15-11-2017,22 - 23,10086
15-11-2017,23 - 00,9621
16-11-2017,00 - 01,9337
16-11-2017,01 - 02,9133
16-11-2017,02 - 03,9128
16-11-2017,03 - 04,9255
16-11-2017,04 - 05,9641
16-11-2017,05 - 06,10524
16-11-2017,06 - 07,11026
16-11-2017,07 - 08,11062
16-11-2017,08 - 09,10979
16-11-2017,09 - 10,10859
16-11-2017,10 - 11,10877
16-11-2017,11 - 12,10868
16-11-2017,12 - 13,10813
16-11-2017,13 - 14,10811
16-11-2017,14 - 15,10723
16-11-2017,15 - 16,11203
16-11-2017,16 - 17,11238
16-11-2017,17 - 18,11138
16-11-2017,18 - 19,11129
16-11-2017,19 - 20,10875
16-11-2017,20 - 21,10370
16-11-2017,21 - 22,10447
16-11-2017,22 - 23,10222
16-11-2017,23 - 00,9658
17-11-2017,00 - 01,9314
17-11-2017,01 - 02,9116
17-11-2017,02 - 03,9034
17-11-2017,03 - 04,9115
17-11-2017,04 - 05,9422
17-11-2017,05 - 06,10325
17-11-2017,06 - 07,10819
17-11-2017,07 - 08,11034
17-11-2017,08 - 09,10868
17-11-2017,09 - 10,10783
17-11-2017,10 - 11,10826
17-11-2017,11 - 12,10809
17-11-2017,12 - 13,10657
17-11-2017,13 - 14,10635
17-11-2017,14 - 15,10772
17-11-2017,15 - 16,11107
17-11-2017,16 - 17,11126
17-11-2017,17 - 18,10995
17-11-2017,18 - 19,10843
17-11-2017,19 - 20,10636
17-11-2017,20 - 21,10145
17-11-2017,21 - 22,10222
17-11-2017,22 - 23,9926
17-11-2017,23 - 00,9439
18-11-2017,00 - 01,9087
18-11-2017,01 - 02,8905
18-11-2017,02 - 03,8848
18-11-2017,03 - 04,8887
18-11-2017,04 - 05,9023
18-11-2017,05 - 06,9265
18-11-2017,06 - 07,9433
18-11-2017,07 - 08,9655
18-11-2017,08 - 09,9806
18-11-2017,09 - 10,9952
18-11-2017,10 - 11,10020
18-11-2017,11 - 12,10076
18-11-2017,12 - 13,10053
18-11-2017,13 - 14,10048
18-11-2017,14 - 15,10358
18-11-2017,15 - 16,10775
18-11-2017,16 - 17,10868
18-11-2017,17 - 18,10893
18-11-2017,18 - 19,10764
18-11-2017,19 - 20,10363
18-11-2017,20 - 21,9920
18-11-2017,21 - 22,10049
18-11-2017,22 - 23,9904
18-11-2017,23 - 00,9496
19-11-2017,00 - 01,9066
19-11-2017,01 - 02,8804
19-11-2017,02 - 03,8673
19-11-2017,03 - 04,8658
19-11-2017,04 - 05,8716
19-11-2017,05 - 06,8930
19-11-2017,06 - 07,9067
19-11-2017,07 - 08,9302
19-11-2017,08 - 09,9372
19-11-2017,09 - 10,9659
19-11-2017,10 - 11,9907
19-11-2017,11 - 12,9951
19-11-2017,12 - 13,9942
19-11-2017,13 - 14,9909
19-11-2017,14 - 15,10130
19-11-2017,15 - 16,10440
19-11-2017,16 - 17,10501
19-11-2017,17 - 18,10559
19-11-2017,18 - 19,10505
19-11-2017,19 - 20,10239
19-11-2017,20 - 21,9832
19-11-2017,21 - 22,10025
19-11-2017,22 - 23,9892
19-11-2017,23 - 00,9481
20-11-2017,00 - 01,9216
20-11-2017,01 - 02,9016
20-11-2017,02 - 03,8990
20-11-2017,03 - 04,9126
20-11-2017,04 - 05,9491
20-11-2017,05 - 06,10385
20-11-2017,06 - 07,10931
20-11-2017,07 - 08,11095
20-11-2017,08 - 09,10941
20-11-2017,09 - 10,10902
20-11-2017,10 - 11,10876
20-11-2017,11 - 12,10925
20-11-2017,12 - 13,10883
20-11-2017,13 - 14,10930
20-11-2017,14 - 15,11143
20-11-2017,15 - 16,11306
20-11-2017,16 - 17,11256
20-11-2017,17 - 18,11199
20-11-2017,18 - 19,11270
20-11-2017,19 - 20,11133
20-11-2017,20 - 21,10589
20-11-2017,21 - 22,10621
20-11-2017,22 - 23,10355
20-11-2017,23 - 00,9902
21-11-2017,00 - 01,9634
21-11-2017,01 - 02,9379
21-11-2017,02 - 03,9313
21-11-2017,03 - 04,9426
21-11-2017,04 - 05,9784
21-11-2017,05 - 06,10606
21-11-2017,06 - 07,11103
21-11-2017,07 - 08,11264
21-11-2017,08 - 09,11206
21-11-2017,09 - 10,11152
21-11-2017,10 - 11,11305
21-11-2017,11 - 12,11304
21-11-2017,12 - 13,11072
21-11-2017,13 - 14,11074
21-11-2017,14 - 15,11247
21-11-2017,15 - 16,11528
21-11-2017,16 - 17,11493
21-11-2017,17 - 18,11409
21-11-2017,18 - 19,11476
21-11-2017,19 - 20,11389
21-11-2017,20 - 21,10810
21-11-2017,21 - 22,10980
21-11-2017,22 - 23,10575
21-11-2017,23 - 00,10060
22-11-2017,00 - 01,9680
22-11-2017,01 - 02,9536
22-11-2017,02 - 03,9462
22-11-2017,03 - 04,9443
22-11-2017,04 - 05,9686
22-11-2017,05 - 06,10364
22-11-2017,06 - 07,10518
22-11-2017,07 - 08,11236
22-11-2017,08 - 09,11305
22-11-2017,09 - 10,11195
22-11-2017,10 - 11,11153
22-11-2017,11 - 12,11210
22-11-2017,12 - 13,11251
22-11-2017,13 - 14,11205
22-11-2017,14 - 15,11422
22-11-2017,15 - 16,11680
22-11-2017,16 - 17,11689
22-11-2017,17 - 18,11699
22-11-2017,18 - 19,11644
22-11-2017,19 - 20,11358
22-11-2017,20 - 21,10804
22-11-2017,21 - 22,10808
22-11-2017,22 - 23,10597
22-11-2017,23 - 00,10123
23-11-2017,00 - 01,9735
23-11-2017,01 - 02,9594
23-11-2017,02 - 03,9530
23-11-2017,03 - 04,9627
23-11-2017,04 - 05,9976
23-11-2017,05 - 06,10887
23-11-2017,06 - 07,11570
23-11-2017,07 - 08,11827
23-11-2017,08 - 09,11650
23-11-2017,09 - 10,11582
23-11-2017,10 - 11,11569
23-11-2017,11 - 12,11483
23-11-2017,12 - 13,11390
23-11-2017,13 - 14,11424
23-11-2017,14 - 15,11475
23-11-2017,15 - 16,11644
23-11-2017,16 - 17,11526
23-11-2017,17 - 18,11401
23-11-2017,18 - 19,11418
23-11-2017,19 - 20,11306
23-11-2017,20 - 21,10718
23-11-2017,21 - 22,10775
23-11-2017,22 - 23,10519
23-11-2017,23 - 00,9984
24-11-2017,00 - 01,9673
24-11-2017,01 - 02,9420
24-11-2017,02 - 03,9387
24-11-2017,03 - 04,9459
24-11-2017,04 - 05,9766
24-11-2017,05 - 06,10571
24-11-2017,06 - 07,11091
24-11-2017,07 - 08,11286
24-11-2017,08 - 09,11189
24-11-2017,09 - 10,11034
24-11-2017,10 - 11,10854
24-11-2017,11 - 12,10777
24-11-2017,12 - 13,10669
24-11-2017,13 - 14,10613
24-11-2017,14 - 15,10772
24-11-2017,15 - 16,10977
24-11-2017,16 - 17,10958
24-11-2017,17 - 18,10863
24-11-2017,18 - 19,10807
24-11-2017,19 - 20,10546
24-11-2017,20 - 21,10059
24-11-2017,21 - 22,10154
24-11-2017,22 - 23,9931
24-11-2017,23 - 00,9471
25-11-2017,00 - 01,9119
25-11-2017,01 - 02,8903
25-11-2017,02 - 03,8789
25-11-2017,03 - 04,8776
25-11-2017,04 - 05,8881
25-11-2017,05 - 06,9156
25-11-2017,06 - 07,9321
25-11-2017,07 - 08,9569
25-11-2017,08 - 09,9658
25-11-2017,09 - 10,9787
25-11-2017,10 - 11,9892
25-11-2017,11 - 12,9887
25-11-2017,12 - 13,9901
25-11-2017,13 - 14,9951
25-11-2017,14 - 15,10238
25-11-2017,15 - 16,10692
25-11-2017,16 - 17,10857
25-11-2017,17 - 18,10897
25-11-2017,18 - 19,10763
25-11-2017,19 - 20,10443
25-11-2017,20 - 21,9928
25-11-2017,21 - 22,10083
25-11-2017,22 - 23,9937
25-11-2017,23 - 00,9569
26-11-2017,00 - 01,9237
26-11-2017,01 - 02,8997
26-11-2017,02 - 03,8877
26-11-2017,03 - 04,8855
26-11-2017,04 - 05,8903
26-11-2017,05 - 06,9129
26-11-2017,06 - 07,9174
26-11-2017,07 - 08,9381
26-11-2017,08 - 09,9453
26-11-2017,09 - 10,9748
26-11-2017,10 - 11,9925
26-11-2017,11 - 12,9947
26-11-2017,12 - 13,9869
26-11-2017,13 - 14,9885
26-11-2017,14 - 15,10114
26-11-2017,15 - 16,10403
26-11-2017,16 - 17,10466
26-11-2017,17 - 18,10491
26-11-2017,18 - 19,10438
26-11-2017,19 - 20,10197
26-11-2017,20 - 21,9829
26-11-2017,21 - 22,10061
26-11-2017,22 - 23,10040
26-11-2017,23 - 00,9688
27-11-2017,00 - 01,9400
27-11-2017,01 - 02,9254
27-11-2017,02 - 03,9205
27-11-2017,03 - 04,9234
27-11-2017,04 - 05,9590
27-11-2017,05 - 06,10497
27-11-2017,06 - 07,11071
27-11-2017,07 - 08,11298
27-11-2017,08 - 09,11133
27-11-2017,09 - 10,10997
27-11-2017,10 - 11,10946
27-11-2017,11 - 12,10939
27-11-2017,12 - 13,10883
27-11-2017,13 - 14,10944
27-11-2017,14 - 15,11089
27-11-2017,15 - 16,11176
27-11-2017,16 - 17,11148
27-11-2017,17 - 18,11028
27-11-2017,18 - 19,10987
27-11-2017,19 - 20,10752
27-11-2017,20 - 21,10230
27-11-2017,21 - 22,10321
27-11-2017,22 - 23,10119
27-11-2017,23 - 00,9633
28-11-2017,00 - 01,9248
28-11-2017,01 - 02,9047
28-11-2017,02 - 03,8998
28-11-2017,03 - 04,9072
28-11-2017,04 - 05,9399
28-11-2017,05 - 06,10297
28-11-2017,06 - 07,10795
28-11-2017,07 - 08,11075
28-11-2017,08 - 09,10923
28-11-2017,09 - 10,10891
28-11-2017,10 - 11,10924
28-11-2017,11 - 12,10993
28-11-2017,12 - 13,11012
28-11-2017,13 - 14,11085
28-11-2017,14 - 15,11312
28-11-2017,15 - 16,11475
28-11-2017,16 - 17,11427
28-11-2017,17 - 18,11360
28-11-2017,18 - 19,11345
28-11-2017,19 - 20,11156
28-11-2017,20 - 21,10617
28-11-2017,21 - 22,10629
28-11-2017,22 - 23,10406
28-11-2017,23 - 00,9906
29-11-2017,00 - 01,9556
29-11-2017,01 - 02,9348
29-11-2017,02 - 03,9299
29-11-2017,03 - 04,9307
29-11-2017,04 - 05,9662
29-11-2017,05 - 06,10553
29-11-2017,06 - 07,11154
29-11-2017,07 - 08,11381
29-11-2017,08 - 09,11244
29-11-2017,09 - 10,11177
29-11-2017,10 - 11,11154
29-11-2017,11 - 12,11139
29-11-2017,12 - 13,10986
29-11-2017,13 - 14,11030
29-11-2017,14 - 15,11254
29-11-2017,15 - 16,11384
29-11-2017,16 - 17,11301
29-11-2017,17 - 18,11170
29-11-2017,18 - 19,11205
29-11-2017,19 - 20,11021
29-11-2017,20 - 21,10464
29-11-2017,21 - 22,10493
29-11-2017,22 - 23,10261
29-11-2017,23 - 00,9736
30-11-2017,00 - 01,9313
30-11-2017,01 - 02,9152
30-11-2017,02 - 03,9036
30-11-2017,03 - 04,9069
30-11-2017,04 - 05,9431
30-11-2017,05 - 06,10388
30-11-2017,06 - 07,10839
30-11-2017,07 - 08,11162
30-11-2017,08 - 09,11029
30-11-2017,09 - 10,10979
30-11-2017,10 - 11,10867
30-11-2017,11 - 12,10916
30-11-2017,12 - 13,10927
30-11-2017,13 - 14,10969
30-11-2017,14 - 15,11229
30-11-2017,15 - 16,11299
30-11-2017,16 - 17,11280
30-11-2017,17 - 18,11157
30-11-2017,18 - 19,11146
30-11-2017,19 - 20,11040
30-11-2017,20 - 21,10574
30-11-2017,21 - 22,10584
30-11-2017,22 - 23,10287
30-11-2017,23 - 00,9776
01-12-2017,00 - 01,9428
01-12-2017,01 - 02,9226
01-12-2017,02 - 03,9262
01-12-2017,03 - 04,9364
01-12-2017,04 - 05,9785
01-12-2017,05 - 06,10677
01-12-2017,06 - 07,11255
01-12-2017,07 - 08,11541
01-12-2017,08 - 09,11445
01-12-2017,09 - 10,11331
01-12-2017,10 - 11,11346
01-12-2017,11 - 12,11301
01-12-2017,12 - 13,11239
01-12-2017,13 - 14,11285
01-12-2017,14 - 15,11530
01-12-2017,15 - 16,11692
01-12-2017,16 - 17,11624
01-12-2017,17 - 18,11459
01-12-2017,18 - 19,11430
01-12-2017,19 - 20,11196
01-12-2017,20 - 21,10697
01-12-2017,21 - 22,10807
01-12-2017,22 - 23,10547
01-12-2017,23 - 00,10022
02-12-2017,00 - 01,9612
02-12-2017,01 - 02,9381
02-12-2017,02 - 03,9311
02-12-2017,03 - 04,9267
02-12-2017,04 - 05,9325
02-12-2017,05 - 06,9633
02-12-2017,06 - 07,9792
02-12-2017,07 - 08,10101
02-12-2017,08 - 09,10207
02-12-2017,09 - 10,10346
02-12-2017,10 - 11,10405
02-12-2017,11 - 12,10383
02-12-2017,12 - 13,10383
02-12-2017,13 - 14,10408
02-12-2017,14 - 15,10731
02-12-2017,15 - 16,11042
02-12-2017,16 - 17,11179
02-12-2017,17 - 18,11128
02-12-2017,18 - 19,10961
02-12-2017,19 - 20,10595
02-12-2017,20 - 21,10044
02-12-2017,21 - 22,10239
02-12-2017,22 - 23,10071
02-12-2017,23 - 00,9602
03-12-2017,00 - 01,9219
03-12-2017,01 - 02,8867
03-12-2017,02 - 03,8740
03-12-2017,03 - 04,8732
03-12-2017,04 - 05,8746
03-12-2017,05 - 06,8938
03-12-2017,06 - 07,9055
03-12-2017,07 - 08,9320
03-12-2017,08 - 09,9417
03-12-2017,09 - 10,9550
03-12-2017,10 - 11,9710
03-12-2017,11 - 12,9823
03-12-2017,12 - 13,9808
03-12-2017,13 - 14,9773
03-12-2017,14 - 15,10043
03-12-2017,15 - 16,10276
03-12-2017,16 - 17,10330
03-12-2017,17 - 18,10426
03-12-2017,18 - 19,10377
03-12-2017,19 - 20,10133
03-12-2017,20 - 21,9743
03-12-2017,21 - 22,10005
03-12-2017,22 - 23,9863
03-12-2017,23 - 00,9482
04-12-2017,00 - 01,9170
04-12-2017,01 - 02,9055
04-12-2017,02 - 03,9030
04-12-2017,03 - 04,9100
04-12-2017,04 - 05,9509
04-12-2017,05 - 06,10365
04-12-2017,06 - 07,10980
04-12-2017,07 - 08,11356
04-12-2017,08 - 09,11200
04-12-2017,09 - 10,11138
04-12-2017,10 - 11,11116
04-12-2017,11 - 12,11119
04-12-2017,12 - 13,11064
04-12-2017,13 - 14,11104
04-12-2017,14 - 15,11406
04-12-2017,15 - 16,11560
04-12-2017,16 - 17,11505
04-12-2017,17 - 18,11389
04-12-2017,18 - 19,11410
04-12-2017,19 - 20,11262
04-12-2017,20 - 21,10789
04-12-2017,21 - 22,10844
04-12-2017,22 - 23,10553
04-12-2017,23 - 00,10060
05-12-2017,00 - 01,9737
05-12-2017,01 - 02,9535
05-12-2017,02 - 03,9483
05-12-2017,03 - 04,9563
05-12-2017,04 - 05,9990
05-12-2017,05 - 06,10940
05-12-2017,06 - 07,11594
05-12-2017,07 - 08,11786
05-12-2017,08 - 09,11636
05-12-2017,09 - 10,11611
05-12-2017,10 - 11,11569
05-12-2017,11 - 12,11511
05-12-2017,12 - 13,11454
05-12-2017,13 - 14,11463
05-12-2017,14 - 15,11665
05-12-2017,15 - 16,11800
