Date,Hours,PC
05-12-2017,16 - 17,11708
05-12-2017,17 - 18,11623
05-12-2017,18 - 19,11605
05-12-2017,19 - 20,11423
05-12-2017,20 - 21,10991
05-12-2017,21 - 22,11083
05-12-2017,22 - 23,10871
05-12-2017,23 - 00,10345
06-12-2017,00 - 01,9931
06-12-2017,01 - 02,9740
06-12-2017,02 - 03,9658
06-12-2017,03 - 04,9624
06-12-2017,04 - 05,9754
06-12-2017,05 - 06,10019
06-12-2017,06 - 07,10192
06-12-2017,07 - 08,10533
06-12-2017,08 - 09,10592
06-12-2017,09 - 10,10729
06-12-2017,10 - 11,10769
06-12-2017,11 - 12,10780
06-12-2017,12 - 13,10745
06-12-2017,13 - 14,10814
06-12-2017,14 - 15,11125
06-12-2017,15 - 16,11357
06-12-2017,16 - 17,11408
06-12-2017,17 - 18,11341
06-12-2017,18 - 19,11026
06-12-2017,19 - 20,10848
06-12-2017,20 - 21,10686
06-12-2017,21 - 22,11037
06-12-2017,22 - 23,10984
06-12-2017,23 - 00,10529
07-12-2017,00 - 01,10256
07-12-2017,01 - 02,10059
07-12-2017,02 - 03,9998
07-12-2017,03 - 04,10032
07-12-2017,04 - 05,10367
07-12-2017,05 - 06,11233
07-12-2017,06 - 07,11809
07-12-2017,07 - 08,11969
07-12-2017,08 - 09,11886
07-12-2017,09 - 10,11753
07-12-2017,10 - 11,11801
07-12-2017,11 - 12,11822
07-12-2017,12 - 13,11706
07-12-2017,13 - 14,11752
07-12-2017,14 - 15,11981
07-12-2017,15 - 16,12079
07-12-2017,16 - 17,12053
07-12-2017,17 - 18,11920
07-12-2017,18 - 19,11877
07-12-2017,19 - 20,11697
07-12-2017,20 - 21,11171
07-12-2017,21 - 22,11216
07-12-2017,22 - 23,10906
07-12-2017,23 - 00,10417
08-12-2017,00 - 01,10016
08-12-2017,01 - 02,9819
08-12-2017,02 - 03,9740
08-12-2017,03 - 04,9789
08-12-2017,04 - 05,10089
08-12-2017,05 - 06,10889
08-12-2017,06 - 07,11387
08-12-2017,07 - 08,11697
08-12-2017,08 - 09,11650
08-12-2017,09 - 10,11475
08-12-2017,10 - 11,11409
08-12-2017,11 - 12,11317
08-12-2017,12 - 13,11229
08-12-2017,13 - 14,11274
08-12-2017,14 - 15,11503
08-12-2017,15 - 16,11568
08-12-2017,16 - 17,11512
08-12-2017,17 - 18,11470
08-12-2017,18 - 19,11474
08-12-2017,19 - 20,11249
08-12-2017,20 - 21,10645
08-12-2017,21 - 22,10716
08-12-2017,22 - 23,10422
08-12-2017,23 - 00,9914
09-12-2017,00 - 01,9509
09-12-2017,01 - 02,9272
09-12-2017,02 - 03,9160
09-12-2017,03 - 04,9127
09-12-2017,04 - 05,9226
09-12-2017,05 - 06,9499
09-12-2017,06 - 07,9606
09-12-2017,07 - 08,9827
09-12-2017,08 - 09,9944
09-12-2017,09 - 10,10016
09-12-2017,10 - 11,10073
09-12-2017,11 - 12,10092
09-12-2017,12 - 13,10100
09-12-2017,13 - 14,10147
09-12-2017,14 - 15,10475
09-12-2017,15 - 16,10815
09-12-2017,16 - 17,10896
09-12-2017,17 - 18,10937
09-12-2017,18 - 19,10850
09-12-2017,19 - 20,10504
09-12-2017,20 - 21,10135
09-12-2017,21 - 22,10320
09-12-2017,22 - 23,10182
09-12-2017,23 - 00,9710
10-12-2017,00 - 01,9289
10-12-2017,01 - 02,9051
10-12-2017,02 - 03,8898
10-12-2017,03 - 04,8893
10-12-2017,04 - 05,8924
10-12-2017,05 - 06,9106
10-12-2017,06 - 07,9211
10-12-2017,07 - 08,9453
10-12-2017,08 - 09,9540
10-12-2017,09 - 10,9695
10-12-2017,10 - 11,9814
10-12-2017,11 - 12,9861
10-12-2017,12 - 13,9931
10-12-2017,13 - 14,10038
10-12-2017,14 - 15,10383
10-12-2017,15 - 16,10526
10-12-2017,16 - 17,10535
10-12-2017,17 - 18,10566
10-12-2017,18 - 19,10565
10-12-2017,19 - 20,10325
10-12-2017,20 - 21,9965
10-12-2017,21 - 22,10210
10-12-2017,22 - 23,10051
10-12-2017,23 - 00,9634
11-12-2017,00 - 01,9309
11-12-2017,01 - 02,9158
11-12-2017,02 - 03,9131
11-12-2017,03 - 04,9194
11-12-2017,04 - 05,9564
11-12-2017,05 - 06,10508
11-12-2017,06 - 07,11148
11-12-2017,07 - 08,11495
11-12-2017,08 - 09,11340
11-12-2017,09 - 10,11227
11-12-2017,10 - 11,11242
11-12-2017,11 - 12,11278
11-12-2017,12 - 13,11152
11-12-2017,13 - 14,11266
11-12-2017,14 - 15,11523
11-12-2017,15 - 16,11516
11-12-2017,16 - 17,11430
11-12-2017,17 - 18,11407
11-12-2017,18 - 19,11431
11-12-2017,19 - 20,11264
11-12-2017,20 - 21,10758
11-12-2017,21 - 22,10877
11-12-2017,22 - 23,10647
11-12-2017,23 - 00,10148
12-12-2017,00 - 01,9774
12-12-2017,01 - 02,9536
12-12-2017,02 - 03,9443
12-12-2017,03 - 04,9580
12-12-2017,04 - 05,9929
12-12-2017,05 - 06,10776
12-12-2017,06 - 07,11321
12-12-2017,07 - 08,11559
12-12-2017,08 - 09,11562
12-12-2017,09 - 10,11415
12-12-2017,10 - 11,11376
12-12-2017,11 - 12,11407
12-12-2017,12 - 13,11383
12-12-2017,13 - 14,11412
12-12-2017,14 - 15,11578
12-12-2017,15 - 16,11596
12-12-2017,16 - 17,11586
12-12-2017,17 - 18,11363
12-12-2017,18 - 19,11428
12-12-2017,19 - 20,11272
12-12-2017,20 - 21,10769
12-12-2017,21 - 22,10909
12-12-2017,22 - 23,10722
12-12-2017,23 - 00,10151
13-12-2017,00 - 01,9796
13-12-2017,01 - 02,9600
13-12-2017,02 - 03,9498
13-12-2017,03 - 04,9545
13-12-2017,04 - 05,9897
13-12-2017,05 - 06,10760
13-12-2017,06 - 07,11245
13-12-2017,07 - 08,11546
13-12-2017,08 - 09,11505
13-12-2017,09 - 10,11330
13-12-2017,10 - 11,11368
13-12-2017,11 - 12,11316
13-12-2017,12 - 13,11295
13-12-2017,13 - 14,11411
13-12-2017,14 - 15,11729
13-12-2017,15 - 16,11840
13-12-2017,16 - 17,11883
13-12-2017,17 - 18,11827
13-12-2017,18 - 19,11659
13-12-2017,19 - 20,11384
13-12-2017,20 - 21,10875
13-12-2017,21 - 22,10882
13-12-2017,22 - 23,10541
13-12-2017,23 - 00,10064
14-12-2017,00 - 01,9741
14-12-2017,01 - 02,9542
14-12-2017,02 - 03,9485
14-12-2017,03 - 04,9466
14-12-2017,04 - 05,9924
14-12-2017,05 - 06,10825
14-12-2017,06 - 07,11384
14-12-2017,07 - 08,11769
14-12-2017,08 - 09,11751
14-12-2017,09 - 10,11647
14-12-2017,10 - 11,11587
14-12-2017,11 - 12,11497
14-12-2017,12 - 13,11502
14-12-2017,13 - 14,11546
14-12-2017,14 - 15,11746
14-12-2017,15 - 16,11882
14-12-2017,16 - 17,11803
14-12-2017,17 - 18,11708
14-12-2017,18 - 19,11706
14-12-2017,19 - 20,11522
14-12-2017,20 - 21,10942
14-12-2017,21 - 22,11007
14-12-2017,22 - 23,10810
14-12-2017,23 - 00,10339
15-12-2017,00 - 01,9958
15-12-2017,01 - 02,9747
15-12-2017,02 - 03,9653
15-12-2017,03 - 04,9782
15-12-2017,04 - 05,10146
15-12-2017,05 - 06,11002
15-12-2017,06 - 07,11633
15-12-2017,07 - 08,11942
15-12-2017,08 - 09,11823
15-12-2017,09 - 10,11684
15-12-2017,10 - 11,11638
15-12-2017,11 - 12,11499
15-12-2017,12 - 13,11427
15-12-2017,13 - 14,11473
15-12-2017,14 - 15,11679
15-12-2017,15 - 16,11778
15-12-2017,16 - 17,11701
15-12-2017,17 - 18,11602
15-12-2017,18 - 19,11595
15-12-2017,19 - 20,11372
15-12-2017,20 - 21,10901
15-12-2017,21 - 22,11011
15-12-2017,22 - 23,10808
15-12-2017,23 - 00,10276
16-12-2017,00 - 01,9878
16-12-2017,01 - 02,9687
16-12-2017,02 - 03,9569
16-12-2017,03 - 04,9534
16-12-2017,04 - 05,9693
16-12-2017,05 - 06,9993
16-12-2017,06 - 07,10145
16-12-2017,07 - 08,10550
16-12-2017,08 - 09,10637
16-12-2017,09 - 10,10642
16-12-2017,10 - 11,10694
16-12-2017,11 - 12,10633
16-12-2017,12 - 13,10632
16-12-2017,13 - 14,10668
16-12-2017,14 - 15,11007
16-12-2017,15 - 16,11291
16-12-2017,16 - 17,11372
16-12-2017,17 - 18,11401
16-12-2017,18 - 19,11415
16-12-2017,19 - 20,11070
16-12-2017,20 - 21,10576
16-12-2017,21 - 22,10752
16-12-2017,22 - 23,10595
16-12-2017,23 - 00,10108
17-12-2017,00 - 01,9792
17-12-2017,01 - 02,9609
17-12-2017,02 - 03,9457
17-12-2017,03 - 04,9486
17-12-2017,04 - 05,9534
17-12-2017,05 - 06,9636
17-12-2017,06 - 07,9757
17-12-2017,07 - 08,9959
17-12-2017,08 - 09,10112
17-12-2017,09 - 10,10270
17-12-2017,10 - 11,10421
17-12-2017,11 - 12,10485
17-12-2017,12 - 13,10498
17-12-2017,13 - 14,10543
17-12-2017,14 - 15,10854
17-12-2017,15 - 16,10999
17-12-2017,16 - 17,11060
17-12-2017,17 - 18,11038
17-12-2017,18 - 19,11025
17-12-2017,19 - 20,10856
17-12-2017,20 - 21,10548
17-12-2017,21 - 22,10791
17-12-2017,22 - 23,10618
17-12-2017,23 - 00,10121
18-12-2017,00 - 01,9773
18-12-2017,01 - 02,9547
18-12-2017,02 - 03,9526
18-12-2017,03 - 04,9605
18-12-2017,04 - 05,10042
18-12-2017,05 - 06,10992
18-12-2017,06 - 07,11555
18-12-2017,07 - 08,11822
18-12-2017,08 - 09,11756
18-12-2017,09 - 10,11638
18-12-2017,10 - 11,11585
18-12-2017,11 - 12,11489
18-12-2017,12 - 13,11568
18-12-2017,13 - 14,11625
18-12-2017,14 - 15,11864
18-12-2017,15 - 16,11879
18-12-2017,16 - 17,11754
18-12-2017,17 - 18,11640
18-12-2017,18 - 19,11618
18-12-2017,19 - 20,11480
18-12-2017,20 - 21,11013
18-12-2017,21 - 22,11097
18-12-2017,22 - 23,10846
18-12-2017,23 - 00,10346
19-12-2017,00 - 01,9914
19-12-2017,01 - 02,9786
19-12-2017,02 - 03,9662
19-12-2017,03 - 04,9723
19-12-2017,04 - 05,10073
19-12-2017,05 - 06,10949
19-12-2017,06 - 07,11574
19-12-2017,07 - 08,11894
19-12-2017,08 - 09,11720
19-12-2017,09 - 10,11558
19-12-2017,10 - 11,11526
19-12-2017,11 - 12,11536
19-12-2017,12 - 13,11484
19-12-2017,13 - 14,11519
19-12-2017,14 - 15,11665
19-12-2017,15 - 16,11673
19-12-2017,16 - 17,11667
19-12-2017,17 - 18,11518
19-12-2017,18 - 19,11487
19-12-2017,19 - 20,11287
19-12-2017,20 - 21,10786
19-12-2017,21 - 22,10845
19-12-2017,22 - 23,10560
19-12-2017,23 - 00,10067
20-12-2017,00 - 01,9629
20-12-2017,01 - 02,9388
20-12-2017,02 - 03,9267
20-12-2017,03 - 04,9308
20-12-2017,04 - 05,9684
20-12-2017,05 - 06,10488
20-12-2017,06 - 07,11012
20-12-2017,07 - 08,11293
20-12-2017,08 - 09,11263
20-12-2017,09 - 10,11172
20-12-2017,10 - 11,11229
20-12-2017,11 - 12,11200
20-12-2017,12 - 13,11113
20-12-2017,13 - 14,11165
20-12-2017,14 - 15,11371
20-12-2017,15 - 16,11444
20-12-2017,16 - 17,11434
20-12-2017,17 - 18,11369
20-12-2017,18 - 19,11351
20-12-2017,19 - 20,11242
20-12-2017,20 - 21,10614
20-12-2017,21 - 22,10722
20-12-2017,22 - 23,10442
20-12-2017,23 - 00,9871
21-12-2017,00 - 01,9356
21-12-2017,01 - 02,9145
21-12-2017,02 - 03,9081
21-12-2017,03 - 04,9135
21-12-2017,04 - 05,9516
21-12-2017,05 - 06,10357
21-12-2017,06 - 07,10864
21-12-2017,07 - 08,11221
21-12-2017,08 - 09,11184
21-12-2017,09 - 10,11026
21-12-2017,10 - 11,11015
21-12-2017,11 - 12,10910
21-12-2017,12 - 13,10888
21-12-2017,13 - 14,10895
21-12-2017,14 - 15,11112
21-12-2017,15 - 16,11279
21-12-2017,16 - 17,11256
21-12-2017,17 - 18,11102
21-12-2017,18 - 19,11118
21-12-2017,19 - 20,11005
21-12-2017,20 - 21,10627
21-12-2017,21 - 22,10727
21-12-2017,22 - 23,10422
21-12-2017,23 - 00,9890
22-12-2017,00 - 01,9526
22-12-2017,01 - 02,9293
22-12-2017,02 - 03,9217
22-12-2017,03 - 04,9298
22-12-2017,04 - 05,9653
22-12-2017,05 - 06,10451
22-12-2017,06 - 07,10930
22-12-2017,07 - 08,11318
22-12-2017,08 - 09,11322
22-12-2017,09 - 10,11182
22-12-2017,10 - 11,11153
22-12-2017,11 - 12,11112
22-12-2017,12 - 13,11014
22-12-2017,13 - 14,10990
22-12-2017,14 - 15,11173
22-12-2017,15 - 16,11376
22-12-2017,16 - 17,11323
22-12-2017,17 - 18,11364
22-12-2017,18 - 19,11312
22-12-2017,19 - 20,11080
22-12-2017,20 - 21,10589
22-12-2017,21 - 22,10678
22-12-2017,22 - 23,10426
22-12-2017,23 - 00,9919
23-12-2017,00 - 01,9451
23-12-2017,01 - 02,9184
23-12-2017,02 - 03,9014
23-12-2017,03 - 04,8882
23-12-2017,04 - 05,9024
23-12-2017,05 - 06,9229
23-12-2017,06 - 07,9354
23-12-2017,07 - 08,9836
23-12-2017,08 - 09,10037
23-12-2017,09 - 10,10101
23-12-2017,10 - 11,10114
23-12-2017,11 - 12,10086
23-12-2017,12 - 13,10076
23-12-2017,13 - 14,10094
23-12-2017,14 - 15,10378
23-12-2017,15 - 16,10533
23-12-2017,16 - 17,10586
23-12-2017,17 - 18,10668
23-12-2017,18 - 19,10642
23-12-2017,19 - 20,10383
23-12-2017,20 - 21,9932
23-12-2017,21 - 22,10112
23-12-2017,22 - 23,9928
23-12-2017,23 - 00,9445
24-12-2017,00 - 01,9030
24-12-2017,01 - 02,8785
24-12-2017,02 - 03,8632
24-12-2017,03 - 04,8642
24-12-2017,04 - 05,8773
24-12-2017,05 - 06,9023
24-12-2017,06 - 07,9244
24-12-2017,07 - 08,9719
24-12-2017,08 - 09,9857
24-12-2017,09 - 10,10070
24-12-2017,10 - 11,10100
24-12-2017,11 - 12,9974
24-12-2017,12 - 13,9921
24-12-2017,13 - 14,9889
24-12-2017,14 - 15,10051
24-12-2017,15 - 16,10171
24-12-2017,16 - 17,10032
24-12-2017,17 - 18,9846
24-12-2017,18 - 19,9760
24-12-2017,19 - 20,9667
24-12-2017,20 - 21,9589
24-12-2017,21 - 22,9997
24-12-2017,22 - 23,9976
24-12-2017,23 - 00,9632
25-12-2017,00 - 01,9278
25-12-2017,01 - 02,9080
25-12-2017,02 - 03,8983
25-12-2017,03 - 04,8944
25-12-2017,04 - 05,9061
25-12-2017,05 - 06,9177
25-12-2017,06 - 07,9286
25-12-2017,07 - 08,9513
25-12-2017,08 - 09,9537
25-12-2017,09 - 10,9589
25-12-2017,10 - 11,9715
25-12-2017,11 - 12,9698
25-12-2017,12 - 13,9672
25-12-2017,13 - 14,9739
25-12-2017,14 - 15,9972
25-12-2017,15 - 16,10104
25-12-2017,16 - 17,10072
25-12-2017,17 - 18,10032
25-12-2017,18 - 19,10057
25-12-2017,19 - 20,9952
25-12-2017,20 - 21,9713
25-12-2017,21 - 22,10036
25-12-2017,22 - 23,9881
25-12-2017,23 - 00,9451
26-12-2017,00 - 01,9100
26-12-2017,01 - 02,8842
26-12-2017,02 - 03,8715
26-12-2017,03 - 04,8689
26-12-2017,04 - 05,8835
26-12-2017,05 - 06,9044
26-12-2017,06 - 07,9160
26-12-2017,07 - 08,9452
26-12-2017,08 - 09,9563
26-12-2017,09 - 10,9688
26-12-2017,10 - 11,9809
26-12-2017,11 - 12,9835
26-12-2017,12 - 13,9841
26-12-2017,13 - 14,9824
26-12-2017,14 - 15,10180
26-12-2017,15 - 16,10393
26-12-2017,16 - 17,10441
26-12-2017,17 - 18,10407
26-12-2017,18 - 19,10436
26-12-2017,19 - 20,10329
26-12-2017,20 - 21,10014
26-12-2017,21 - 22,10288
26-12-2017,22 - 23,10160
26-12-2017,23 - 00,9665
27-12-2017,00 - 01,9244
27-12-2017,01 - 02,9071
27-12-2017,02 - 03,8986
27-12-2017,03 - 04,8986
27-12-2017,04 - 05,9246
27-12-2017,05 - 06,9950
27-12-2017,06 - 07,10270
27-12-2017,07 - 08,10645
27-12-2017,08 - 09,10635
27-12-2017,09 - 10,10535
27-12-2017,10 - 11,10607
27-12-2017,11 - 12,10590
27-12-2017,12 - 13,10586
27-12-2017,13 - 14,10522
27-12-2017,14 - 15,10740
27-12-2017,15 - 16,10951
27-12-2017,16 - 17,10976
27-12-2017,17 - 18,11035
27-12-2017,18 - 19,11030
27-12-2017,19 - 20,10857
27-12-2017,20 - 21,10396
27-12-2017,21 - 22,10504
27-12-2017,22 - 23,10364
27-12-2017,23 - 00,9898
28-12-2017,00 - 01,9492
28-12-2017,01 - 02,9350
28-12-2017,02 - 03,9269
28-12-2017,03 - 04,9346
28-12-2017,04 - 05,9574
28-12-2017,05 - 06,10190
28-12-2017,06 - 07,10454
28-12-2017,07 - 08,10738
28-12-2017,08 - 09,10875
28-12-2017,09 - 10,10772
28-12-2017,10 - 11,10882
28-12-2017,11 - 12,10912
28-12-2017,12 - 13,10945
28-12-2017,13 - 14,11036
28-12-2017,14 - 15,11332
28-12-2017,15 - 16,11476
28-12-2017,16 - 17,11489
28-12-2017,17 - 18,11401
28-12-2017,18 - 19,11386
28-12-2017,19 - 20,11221
28-12-2017,20 - 21,10792
28-12-2017,21 - 22,10970
28-12-2017,22 - 23,10779
28-12-2017,23 - 00,10265
29-12-2017,00 - 01,9864
29-12-2017,01 - 02,9676
29-12-2017,02 - 03,9601
29-12-2017,03 - 04,9591
29-12-2017,04 - 05,9766
29-12-2017,05 - 06,10260
29-12-2017,06 - 07,10570
29-12-2017,07 - 08,10919
29-12-2017,08 - 09,11054
29-12-2017,09 - 10,10977
29-12-2017,10 - 11,10920
29-12-2017,11 - 12,10889
29-12-2017,12 - 13,10833
29-12-2017,13 - 14,10854
29-12-2017,14 - 15,11084
29-12-2017,15 - 16,11220
29-12-2017,16 - 17,11160
29-12-2017,17 - 18,11143
29-12-2017,18 - 19,11081
29-12-2017,19 - 20,10857
29-12-2017,20 - 21,10397
29-12-2017,21 - 22,10560
29-12-2017,22 - 23,10356
29-12-2017,23 - 00,9849
30-12-2017,00 - 01,9438
30-12-2017,01 - 02,9212
30-12-2017,02 - 03,9094
30-12-2017,03 - 04,9101
30-12-2017,04 - 05,9207
30-12-2017,05 - 06,9441
30-12-2017,06 - 07,9606
30-12-2017,07 - 08,9937
30-12-2017,08 - 09,10020
30-12-2017,09 - 10,10070
30-12-2017,10 - 11,10082
30-12-2017,11 - 12,10051
30-12-2017,12 - 13,10056
30-12-2017,13 - 14,10132
30-12-2017,14 - 15,10463
30-12-2017,15 - 16,10823
30-12-2017,16 - 17,10941
30-12-2017,17 - 18,10992
30-12-2017,18 - 19,10936
30-12-2017,19 - 20,10679
30-12-2017,20 - 21,10285
30-12-2017,21 - 22,10452
30-12-2017,22 - 23,10283
30-12-2017,23 - 00,9829
31-12-2017,00 - 01,9454
31-12-2017,01 - 02,9168
31-12-2017,02 - 03,9016
31-12-2017,03 - 04,8969
31-12-2017,04 - 05,9049
31-12-2017,05 - 06,9170
31-12-2017,06 - 07,9277
31-12-2017,07 - 08,9508
31-12-2017,08 - 09,9610
31-12-2017,09 - 10,9749
31-12-2017,10 - 11,9910
31-12-2017,11 - 12,10044
31-12-2017,12 - 13,10092
31-12-2017,13 - 14,10191
31-12-2017,14 - 15,10444
31-12-2017,15 - 16,10761
31-12-2017,16 - 17,10746
31-12-2017,17 - 18,10581
31-12-2017,18 - 19,10420
31-12-2017,19 - 20,10318
31-12-2017,20 - 21,10069
31-12-2017,21 - 22,10419
31-12-2017,22 - 23,10436
31-12-2017,23 - 00,10043
01-01-2018,00 - 01,9715
01-01-2018,01 - 02,9410
01-01-2018,02 - 03,9242
01-01-2018,03 - 04,9260
01-01-2018,04 - 05,9364
01-01-2018,05 - 06,9586
01-01-2018,06 - 07,9597
01-01-2018,07 - 08,9813
01-01-2018,08 - 09,9827
01-01-2018,09 - 10,9864
01-01-2018,10 - 11,10047
01-01-2018,11 - 12,10071
01-01-2018,12 - 13,10070
01-01-2018,13 - 14,10173
01-01-2018,14 - 15,10488
01-01-2018,15 - 16,10650
01-01-2018,16 - 17,10667
01-01-2018,17 - 18,10754
01-01-2018,18 - 19,10742
01-01-2018,19 - 20,10550
01-01-2018,20 - 21,10184
01-01-2018,21 - 22,10458
01-01-2018,22 - 23,10289
01-01-2018,23 - 00,9856
02-01-2018,00 - 01,9562
02-01-2018,01 - 02,9367
02-01-2018,02 - 03,9271
02-01-2018,03 - 04,9304
02-01-2018,04 - 05,9584
02-01-2018,05 - 06,10326
02-01-2018,06 - 07,10758
02-01-2018,07 - 08,11049
02-01-2018,08 - 09,11113
02-01-2018,09 - 10,11070
02-01-2018,10 - 11,11095
02-01-2018,11 - 12,11166
02-01-2018,12 - 13,11126
02-01-2018,13 - 14,11154
02-01-2018,14 - 15,11322
02-01-2018,15 - 16,11514
02-01-2018,16 - 17,11507
02-01-2018,17 - 18,11489
02-01-2018,18 - 19,11451
02-01-2018,19 - 20,11262
02-01-2018,20 - 21,10711
02-01-2018,21 - 22,10851
02-01-2018,22 - 23,10678
02-01-2018,23 - 00,10094
03-01-2018,00 - 01,9669
03-01-2018,01 - 02,9379
03-01-2018,02 - 03,9338
03-01-2018,03 - 04,9328
03-01-2018,04 - 05,9579
03-01-2018,05 - 06,10330
03-01-2018,06 - 07,10799
03-01-2018,07 - 08,11165
03-01-2018,08 - 09,11199
03-01-2018,09 - 10,11008
03-01-2018,10 - 11,11110
03-01-2018,11 - 12,11131
03-01-2018,12 - 13,11071
03-01-2018,13 - 14,11179
03-01-2018,14 - 15,11467
03-01-2018,15 - 16,11576
03-01-2018,16 - 17,11573
03-01-2018,17 - 18,11512
03-01-2018,18 - 19,11497
03-01-2018,19 - 20,11321
03-01-2018,20 - 21,10811
03-01-2018,21 - 22,10886
03-01-2018,22 - 23,10638
03-01-2018,23 - 00,10222
04-01-2018,00 - 01,9799
04-01-2018,01 - 02,9632
04-01-2018,02 - 03,9553
04-01-2018,03 - 04,9598
04-01-2018,04 - 05,9835
04-01-2018,05 - 06,10690
04-01-2018,06 - 07,11088
04-01-2018,07 - 08,11392
04-01-2018,08 - 09,11430
04-01-2018,09 - 10,11314
04-01-2018,10 - 11,11351
04-01-2018,11 - 12,11398
04-01-2018,12 - 13,11351
04-01-2018,13 - 14,11439
04-01-2018,14 - 15,11618
04-01-2018,15 - 16,11702
04-01-2018,16 - 17,11680
04-01-2018,17 - 18,11570
04-01-2018,18 - 19,11569
04-01-2018,19 - 20,11470
04-01-2018,20 - 21,10972
04-01-2018,21 - 22,11071
04-01-2018,22 - 23,10818
04-01-2018,23 - 00,10325
05-01-2018,00 - 01,9997
05-01-2018,01 - 02,9778
05-01-2018,02 - 03,9671
05-01-2018,03 - 04,9680
05-01-2018,04 - 05,9975
05-01-2018,05 - 06,10707
05-01-2018,06 - 07,11166
05-01-2018,07 - 08,11543
05-01-2018,08 - 09,11577
05-01-2018,09 - 10,11447
05-01-2018,10 - 11,11434
05-01-2018,11 - 12,11328
05-01-2018,12 - 13,11353
05-01-2018,13 - 14,11370
05-01-2018,14 - 15,11525
05-01-2018,15 - 16,11641
05-01-2018,16 - 17,11587
05-01-2018,17 - 18,11599
05-01-2018,18 - 19,11559
05-01-2018,19 - 20,11231
05-01-2018,20 - 21,10759
05-01-2018,21 - 22,10820
05-01-2018,22 - 23,10587
05-01-2018,23 - 00,10070
06-01-2018,00 - 01,9751
06-01-2018,01 - 02,9464
06-01-2018,02 - 03,9351
06-01-2018,03 - 04,9298
06-01-2018,04 - 05,9377
06-01-2018,05 - 06,9551
06-01-2018,06 - 07,9645
06-01-2018,07 - 08,9985
06-01-2018,08 - 09,10018
06-01-2018,09 - 10,10092
06-01-2018,10 - 11,10336
06-01-2018,11 - 12,10444
06-01-2018,12 - 13,10386
06-01-2018,13 - 14,10459
06-01-2018,14 - 15,10726
06-01-2018,15 - 16,11019
06-01-2018,16 - 17,11063
06-01-2018,17 - 18,11217
06-01-2018,18 - 19,11251
06-01-2018,19 - 20,11041
06-01-2018,20 - 21,10641
06-01-2018,21 - 22,10850
06-01-2018,22 - 23,10641
06-01-2018,23 - 00,10187
07-01-2018,00 - 01,9822
07-01-2018,01 - 02,9570
07-01-2018,02 - 03,9518
07-01-2018,03 - 04,9491
07-01-2018,04 - 05,9577
07-01-2018,05 - 06,9812
07-01-2018,06 - 07,9900
07-01-2018,07 - 08,10160
07-01-2018,08 - 09,10256
07-01-2018,09 - 10,10421
07-01-2018,10 - 11,10631
07-01-2018,11 - 12,10711
07-01-2018,12 - 13,10608
07-01-2018,13 - 14,10577
07-01-2018,14 - 15,10831
07-01-2018,15 - 16,11189
07-01-2018,16 - 17,11381
07-01-2018,17 - 18,11478
07-01-2018,18 - 19,11476
07-01-2018,19 - 20,11273
07-01-2018,20 - 21,10859
07-01-2018,21 - 22,11060
07-01-2018,22 - 23,10930
07-01-2018,23 - 00,10558
08-01-2018,00 - 01,10216
08-01-2018,01 - 02,9981
08-01-2018,02 - 03,9976
08-01-2018,03 - 04,10031
08-01-2018,04 - 05,10388
08-01-2018,05 - 06,11344
08-01-2018,06 - 07,11931
08-01-2018,07 - 08,12183
08-01-2018,08 - 09,12116
08-01-2018,09 - 10,12032
08-01-2018,10 - 11,12009
08-01-2018,11 - 12,11924
08-01-2018,12 - 13,11809
08-01-2018,13 - 14,11751
08-01-2018,14 - 15,11889
08-01-2018,15 - 16,12154
08-01-2018,16 - 17,12228
08-01-2018,17 - 18,12213
08-01-2018,18 - 19,12161
08-01-2018,19 - 20,11971
08-01-2018,20 - 21,11468
08-01-2018,21 - 22,11435
08-01-2018,22 - 23,11246
08-01-2018,23 - 00,10642
09-01-2018,00 - 01,10247
09-01-2018,01 - 02,10048
09-01-2018,02 - 03,9904
09-01-2018,03 - 04,9969
09-01-2018,04 - 05,10437
09-01-2018,05 - 06,11280
09-01-2018,06 - 07,11834
09-01-2018,07 - 08,12153
09-01-2018,08 - 09,12061
09-01-2018,09 - 10,11878
09-01-2018,10 - 11,11787
09-01-2018,11 - 12,11752
09-01-2018,12 - 13,11648
09-01-2018,13 - 14,11601
09-01-2018,14 - 15,11660
09-01-2018,15 - 16,11896
09-01-2018,16 - 17,12018
09-01-2018,17 - 18,12047
09-01-2018,18 - 19,12082
09-01-2018,19 - 20,11896
09-01-2018,20 - 21,11275
09-01-2018,21 - 22,11343
09-01-2018,22 - 23,11132
09-01-2018,23 - 00,10682
10-01-2018,00 - 01,10366
10-01-2018,01 - 02,10174
10-01-2018,02 - 03,10084
10-01-2018,03 - 04,10211
10-01-2018,04 - 05,10634
10-01-2018,05 - 06,11492
10-01-2018,06 - 07,11911
10-01-2018,07 - 08,12173
10-01-2018,08 - 09,11934
10-01-2018,09 - 10,11927
10-01-2018,10 - 11,12038
10-01-2018,11 - 12,12014
10-01-2018,12 - 13,11935
10-01-2018,13 - 14,11895
10-01-2018,14 - 15,12063
10-01-2018,15 - 16,12339
10-01-2018,16 - 17,12369
10-01-2018,17 - 18,12392
10-01-2018,18 - 19,12412
10-01-2018,19 - 20,12236
10-01-2018,20 - 21,11754
10-01-2018,21 - 22,11791
10-01-2018,22 - 23,11468
10-01-2018,23 - 00,11000
11-01-2018,00 - 01,10722
11-01-2018,01 - 02,10476
